address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,responsibilities,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities1,skills_required,matched_score,skills_text
,Fresher python developer interested in data analytics and machine learning.,"['Machine Learning', 'Data processing', 'Data visualization', 'Deep Learning', 'SQL', 'Python Programming', 'PyCharm', 'Django']",['Heramba Chandra College'],['B.Tech'],['2020'],['N/A'],['N/A'],['CSE'],['DKB Innovations'],['N/A'],['Jun 2019'],['Jan 2020'],[['Python Programming']],['Python Intern'],['N/A'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",['Course'],['N/A'],['N/A'],['Statistics in Python'],,,,,,,,Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.85,"Data processing, Data visualization, Deep Learning, Django, Machine Learning, PyCharm, Python Programming, SQL."
"Trenton, NJ","Dedicated and well-rounded software engineer with a passion for math, computer science, and elite education. Bringing 12+ years of teaching expertise to help Amazon's Career Fulfillment students feel the same joy and pride in my comprehensive JavaScript computer science program as my past 150+ high school students. Eager to teach the basics, get students the tools they need, and foster their passion to reach their goals.","['HTML', 'CSS', 'JavaScript (Angular)', 'Python', 'Git', 'Algorithm Design', 'Technical Writing', 'Data Analysis', 'Interpersonal Communication', 'Patience']","['Princeton International School of Mathematics and Science', 'New York University']","['Master of Science', 'Bachelor of Science']","['2015', '2012']","['N/A', 'N/A']","[None, None]","['Computer Science', 'Computer Science']","['Princeton International School of Mathematics and Science', 'HKA Enterprises', 'Academy of Mine']","['N/A', 'N/A', 'N/A']","['2017', '2014', '2012']","['current', '2017', '2014']","[['JavaScript', 'Teaching', 'Program Development'], ['Technical Support', 'Database Design', 'Software Testing'], ['Agile/Scrum', 'Code Writing', 'CICD']]","['Computer Science Teacher', 'Software Engineer', 'Junior Software Engineer']","['Princeton, NJ', 'Remote', 'Cherry Hill, NJ']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,,,,,,"['AWS', 'CSM']","[None, None]","[None, None]","[None, None]","[None, None]","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.85,"Algorithm Design, CSS, Data Analysis, Git, HTML, Interpersonal Communication, JavaScript (Angular), Patience, Python, Technical Writing."
,,"['Microsoft Office', 'Advanced Excel', 'PowerPoint', 'MS Access', 'Atlas', 'Windows 95 - XP', 'Harvard Graphics', 'QuickBooks', 'NGS Systems', 'People Soft', 'SAP', 'Quicken', 'Nanovision', '2-Tier', 'Phoenix (E1)', 'Business Objects', 'Account reconciliations', 'Accounting', 'Accounts payable', 'Accounts receivables', 'Accruals', 'Ad hoc', 'AP', 'Balance sheet', 'Balance', 'Bank reconciliations', 'Billing', 'Bookkeeping', 'Budgeting', 'Budget', 'Charts', 'Oral communication', 'CPA', 'Databases', 'Fluent in English', 'Senior management', 'Finance', 'Financial analysis', 'Financial reports', 'Financial Reporting', 'Financial statements', 'Fixed assets', 'Forecasting', 'General ledger', 'General ledger accounts', 'Government', 'Graphs', 'JDE', 'Lotus Notes', 'Presentations', 'QuickBooks', 'Quicken', 'Reporting', 'SAP', 'SOX compliance', 'Sarbanes Oxley', 'Spanish', 'Tax', 'Variance analysis', 'Excellent written']","['Pepperdine University, Graziadio School of Business and Management', 'University of New Orleans']","['Master of Business Administration', 'Bachelor of Science']","['2008', '2004']","['N/A', 'N/A']","['N/A', 'N/A']","['Business Development Strategy, Management', 'Finance Spanish']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None]","['July 2015', 'July 2008', 'December 2007', 'October 2005', 'June 2005', 'September 2004']","['Current', 'July 2015', 'June 2008', 'October 2007', 'August 2005', 'January 2005']","[None, None, None, None, None, None]","['Supervisor Accountant', 'Lead Accountant', 'Senior Accountant', 'Senior Financial Analyst', 'General Accountant', 'Accountant']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,,,,"['English', 'Spanish']","['Fluent', 'Decreased proficiency due to moderate use']",,,,,,Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.543333333,"2-Tier, AP, Account reconciliations, Accounting, Accounts payable, Accounts receivables, Accruals, Ad hoc, Advanced Excel, Atlas, Balance, Balance sheet, Bank reconciliations, Billing, Bookkeeping, Budget, Budgeting, Business Objects, CPA, Charts, Databases, Excellent written, Finance, Financial Reporting, Financial analysis, Financial reports, Financial statements, Fixed assets, Fluent in English, Forecasting, General ledger, General ledger accounts, Government, Graphs, Harvard Graphics, JDE, Lotus Notes, MS Access, Microsoft Office, NGS Systems, Nanovision, Oral communication, People Soft, Phoenix (E1), PowerPoint, Presentations, QuickBooks, QuickBooks, Quicken, Quicken, Reporting, SAP, SAP, SOX compliance, Sarbanes Oxley, Senior management, Spanish, Tax, Variance analysis, Windows 95 - XP."
,,"['API', 'Approach', 'ATL', 'Audio', 'backup', 'bridges', 'broadcast', 'C++', 'CLI', 'COM', 'CA', 'Hardware', 'concept', 'Content', 'CSS', 'documentation', 'editing', 'XML', 'FTP', 'drawing', 'GUI', 'hiring', 'HTML5', 'HTTP', 'HR', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'team building', 'MB', 'memory', 'mentoring', 'C#', 'MFC', 'office', 'Windows', 'Window', '2000', 'migration', 'NAS', 'OOP', 'page', 'performance reviews', 'personnel', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'software development', 'team management', 'threads', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['Illinois Institute of Technology', 'National Institute of Technology']","['M.S', 'B.E']","[None, None]","['3.9 / 4.0', 'First Class with Distinction']","['GPA', None]","['Computer Science', 'Electronics and Communication Engineering']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['September 2009', 'November 2005', 'August 1994', 'August 1994']","['Current', 'August 2009', 'October 2005', 'July 1997']","[['management', 'development', 'Scrum', 'C++', 'HTML5', 'JavaScript'], ['development', 'management', 'C++'], ['C++', 'Windows', 'training'], ['C++', 'Windows']]","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","['City, State', 'City, State', 'City, State', 'City, State']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,,,,,,['Scrum Alliance'],[['Scrum']],[None],['Dec 2014'],['Dec 2016'],Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.85,"2000, API, ATL, Approach, Audio, C#, C++, CA, CLI, COM, CSS, Content, FTP, GUI, HR, HTML5, HTTP, Hardware, IDs, JavaScript, LAN, MB, MFC, NAS, OOP, Proxy, SAN, Scrum, Video, Video Editing, Visual C++, Window, Windows, XML, backup, bridges, broadcast, concept, documentation, drawing, editing, explorer, hiring, json, memory, mentoring, migration, office, page, performance reviews, personnel, rendering, servers, software development, team building, team management, threads, workflow, writer."
,"Financial Accountant specializing in financial planning, reporting and analysis in both private and public sectors. Capable Accountant successful at managing multiple projects and consistently meeting deadlines under pressure. Extensive knowledge of accounting software and processes.","['account reconciliations', 'accounting', 'accounts payable', 'Accounts Receivable', 'AP', 'Balance sheet', 'Bank Reconciliation', 'Banking', 'Billing', 'book', 'Com', 'Client', 'edit', 'Finance', 'Financials', 'financial reports', 'Preparing financial reports', 'focus', 'functional', 'General Ledger', 'GL', 'Inventory control', 'process invoices', 'Invoice Processing', 'invoicing', 'MBA', 'mail', 'office', 'Developer', 'profit and loss statement', 'coding', 'reporting', 'researching', 'SAP FI', 'SAP']","['N/A', 'N/A', 'N/A']","['MBA', 'B.Com', 'Diploma']","['N/A', 'N/A', 'N/A']","[None, None, None]","[None, None, None]","['Finance and IT', 'Mgt Hons', 'Computer Application']","['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['January 2016', 'January 2016', 'March 2009']","['January 2016', 'January 2016', 'December 2012']","[['Cash book maintenance', 'Bank Reconciliation Statement', 'Billing And Realisation', 'Verification of Bills'], ['journal entries', 'general ledger', 'bank account reconcilation', 'financial reports', 'SAP'], ['Accounts receivable', 'Accounts Payable', 'General Ledger', 'SAP Financials', 'P2P']]","['Accountant', 'Consultant', 'N/A']","['N/A', 'N/A', 'N/A']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,,,,,,,,,,,Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.85,"AP, Accounts Receivable, Balance sheet, Bank Reconciliation, Banking, Billing, Client, Com, Developer, Finance, Financials, GL, General Ledger, Inventory control, Invoice Processing, MBA, Preparing financial reports, SAP, SAP FI, account reconciliations, accounting, accounts payable, book, coding, edit, financial reports, focus, functional, invoicing, mail, office, process invoices, profit and loss statement, reporting, researching."
"Pittsburgh, PA","Industrious recent computer science graduate with a zeal for innovation. Seeking a position at Sikka Software, where the strategic focus on delighting users aligns with my creativity and desire to enhance social events through technology.","['Java', 'Unix', 'Git', 'Swift', 'SQL', 'HTML/CSS']",['University of Pittsburgh'],['B.S.'],['2021'],['3.91'],['GPA'],['Computer Science'],"['Student Coder Group', 'University of Pittsburgh Soccer']","['N/A', 'N/A']","['September 2018', 'September 2017']","['May 2021', 'May 2021']","[['Mentoring', 'Code Review', 'Event Organization'], ['Leadership', 'Mentoring', 'Communication']]","['Mentor', 'Captain']","['N/A', 'N/A']","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",,,,,,,,,,,,"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)",5 to 6 years,Age 25 to 40 years,"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","HRM Report
Human Resource Management
NGO",0.62,"Git, HTML/CSS, Java, SQL, Swift, Unix."
,Fresher Computer vision and Machine Learning Engineer looking for a job that is both challenging and fun in terms of problem-solving. Also an expert in maintaining and managing Tableau and Power BI dashboards to address business.,"['Machine learning', 'Deep learning', 'Computer vision', 'Image processing', 'Neural networks', 'Contextual Reasoning']",['IIT Guwahati'],['B.Tech'],['2021'],['N/A'],['N/A'],['Computer Science'],,,,,,,,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","['Club Membership', 'Competition']","['Student Council', 'IIT Conjugation']","['N/A', 'N/A']","['Honorary member', 'Innovator of the year runner up']",,,,,,,,DevOps Engineer,Bachelor/Honors,At least 3 years,,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",0.6,"Computer vision, Contextual Reasoning, Deep learning, Image processing, Machine learning, Neural networks."
,Seeking a technical position within an engineering team.,"['AutoCAD', 'C++', 'Visual Basics', 'Programmable Logic Controllers', 'Electrical Mechanical Systems', 'Instrumentation and Controls', 'Industrial Electricity', 'Engineering Economy', 'Technical Grammar Skills', 'Communication', 'Team work', 'Problem solving skills', 'Leadership']",['Middle Tennessee State University'],['Bachelor of Science'],['N/A'],['N/A'],['N/A'],['Engineering Technology Computer Engineering'],"['Company Name', 'Company Name', 'N/A']","[None, None, None]","['Jan 2015', 'Jan 2013', 'Jan 2011']","['Current', 'Jan 2015', 'Jan 2013']","[['Leadership', 'Project management', 'Team management', 'Budgeting'], ['Project management', 'Teamwork', 'Automation'], ['OEE', 'Safety solutions', 'KPI management']]","['Engineering Business Unit Leader', 'Project Engineer', 'Operations Technician']","['City, State', 'N/A', 'City, State']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,,,,,,,,,,,Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.85,"AutoCAD, C++, Communication, Electrical Mechanical Systems, Engineering Economy, Industrial Electricity, Instrumentation and Controls, Leadership, Problem solving skills, Programmable Logic Controllers, Team work, Technical Grammar Skills, Visual Basics."
,Data Science Explorer with a keen interest in application models of Machine learning.,"['SAAS', 'Data Analyst', 'SQL', 'SPSS', 'Statistical Analysis', 'Microsoft Azure', 'Power Bi', 'MySQL', 'Excel', 'Data Visualization', 'Data Interpretation', 'Data Extraction', 'Cloud Computing', 'Business Intelligence']",['Pune university'],['B.Tech'],['2019'],['N/A'],['N/A'],['Electrical'],['DTSl Software Services'],['N/A'],['Jul 2019'],['Ongoing'],"[['Business Intelligence', 'Data Analysis', 'Report Synthesis', 'Solution Documentation']]",['Associate Data Engineer'],['N/A'],"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",,,,,,,['N/A'],[None],[None],['N/A'],[None],DevOps Engineer,Bachelor/Honors,At least 3 years,,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",0.516666667,"Business Intelligence, Cloud Computing, Data Analyst, Data Extraction, Data Interpretation, Data Visualization, Excel, Microsoft Azure, MySQL, Power Bi, SAAS, SPSS, SQL, Statistical Analysis."
,,"['Operations management', 'Change management', 'Inventory control', 'Policy/program development', 'Supervision and training', 'Sound judgment', 'Computersavvy', 'Calm under pressure', 'Complex problem solving', 'Motivational', 'Continuous Improvement', 'Out of the box thinking', 'Analytical and logical', 'Strong Leadership skills', 'Lean Manufacturing and Management', 'Six Sigma tools and methodologies', 'RCM', 'FMEA', 'DMAIC', 'PFD', 'Six Sigma Certified', 'Microsoft Office 2003-2011', 'Microsoft Visio, 2008-2010', 'Business Objects', 'SAP', 'Apple Lion', 'Pages', 'Keynote', 'Numbers', 'Microsoft Access 2010', 'Visual Studio 2008-2010', 'Microsoft Project', 'Netbeans', 'TextPad', 'SQL Server 2008', 'PowerSteering', 'Tango', 'HTML', 'Css', 'Java', 'Java Script', 'C++', 'VB.NET', 'ASP.NET', 'Web Design 1', 'Web Design 2', 'Algorithms', 'Software Engineering', 'VB.NET', 'ASP.NET', 'Apple', 'Budget Management', 'Business Objects', 'C++', 'Calculator', 'Coach', 'interpersonal skills', 'Continuous Improvement', 'Css', 'client', 'customer relations', 'customer service', 'documentation', 'Facilities Management', 'Financial Reporting', 'GUI', 'HTML', 'Human Resource Management', 'HR', 'Inventory', 'inventory levels', 'Inventory Control', 'Java', 'Java 1', 'Java 2', 'Java Script', 'Leadership skills', 'Lean Manufacturing', 'managing', 'manufacturing process', 'materials', 'Microsoft Access', 'Microsoft Office', 'Microsoft Project', 'Microsoft Visio', 'Works', 'personnel', 'policies', 'problem-solving skills', 'processes', 'project management', 'Purchasing', 'quality', 'maintain records', 're-engineering', 'repairs', 'reporting', 'safety', 'SAP', 'Six Sigma', 'Software Engineering', 'software training', 'SQL Server', 'supervision', 'supply chain', 'supply chain management', 'Tango', 'user support', 'Visual Studio', 'water treatment', 'Web Design 1', 'Web Design 2', 'websites']","['McFord University', 'McFord University', 'University Of Phoenix College']","['B.S', 'M.S', 'B.S.I.T']","['2005', '2010', '2012']","['3.6', '3.7', '3.7']","[None, None, None]","['Mechanical Engineering', 'Electrical Engineering', 'Software Engineering']","['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['July 2013', 'September 2012', 'November 1981']","['January 2016', 'July 2013', 'October 2011']","[['Engineering processes', 'Software utilization', 'Technical resource', 'Supply chain', 'Six Sigma', 'Lean manufacturing', 'Reliability engineering', 'Plant operations', 'Cost savings', 'Preventive maintenance', 'Supplier management'], ['Client management', 'Purchasing', 'Inventory Control', 'Human Resource Management', 'IT', 'Productivity', 'Facilities Management', 'Safety'], ['Interpersonal skills', 'Team orientation', 'Union and Non-Union work environment', 'Analytical skills', 'Technical skills', 'Problem-solving skills', 'Leadership', 'Lean work environment']]","['Corporate Process/Systems Engineering Manager', 'SDI Site Operations Manager', 'Operations Group Manager']","['City, State', 'City, State', 'City, State']","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",['Volunteering'],['Red Cross'],[None],['Volunteer'],,,,,,,,Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.85,"ASP.NET, ASP.NET, Algorithms, Analytical and logical, Apple, Apple Lion, Budget Management, Business Objects, Business Objects, C++, C++, Calculator, Calm under pressure, Change management, Coach, Complex problem solving, Computersavvy, Continuous Improvement, Continuous Improvement, Css, Css, DMAIC, FMEA, Facilities Management, Financial Reporting, GUI, HR, HTML, HTML, Human Resource Management, Inventory, Inventory Control, Inventory control, Java, Java, Java 1, Java 2, Java Script, Java Script, Keynote, Leadership skills, Lean Manufacturing, Lean Manufacturing and Management, Microsoft Access, Microsoft Access 2010, Microsoft Office, Microsoft Office 2003-2011, Microsoft Project, Microsoft Project, Microsoft Visio, Microsoft Visio, 2008-2010, Motivational, Netbeans, Numbers, Operations management, Out of the box thinking, PFD, Pages, Policy/program development, PowerSteering, Purchasing, RCM, SAP, SAP, SQL Server, SQL Server 2008, Six Sigma, Six Sigma Certified, Six Sigma tools and methodologies, Software Engineering, Software Engineering, Sound judgment, Strong Leadership skills, Supervision and training, Tango, Tango, TextPad, VB.NET, VB.NET, Visual Studio, Visual Studio 2008-2010, Web Design 1, Web Design 1, Web Design 2, Web Design 2, Works, client, customer relations, customer service, documentation, interpersonal skills, inventory levels, maintain records, managing, manufacturing process, materials, personnel, policies, problem-solving skills, processes, project management, quality, re-engineering, repairs, reporting, safety, software training, supervision, supply chain, supply chain management, user support, water treatment, websites."
,A highly disciplined and hard-working individual seeking challenging opportunity in the field of data science and data analytics where I can utilize my skills and knowledge to contribute for the growth of the organization,"['Data Analysis', 'Data Visualization', 'Data Structures', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Statistical Modeling', 'Predictive Modeling', 'Algorithms', 'Python', 'Hive', 'SQL', 'Java', 'Tableau', 'Big Data', 'Hadoop', 'C++', 'ANN']",['Visveswaraiah Technological University (VTU)'],['B.Tech'],['2019'],['N/A'],['N/A'],['N/A'],['Sahara Medica'],['N/A'],['Dec 2019'],['May 2020'],[None],['Intern'],['N/A'],"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",['N/A'],['N/A'],[None],['Data Science using Machine Learning with R and Python. DATA ANALYTICS.'],,,,,,,,Civil Engineer,B.Sc in Civil Engineering from a reputed university.,At least 5 years,Age at least 30 years,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",0.45,"ANN, Algorithms, Artificial Intelligence, Big Data, C++, Data Analysis, Data Structures, Data Visualization, Deep Learning, Hadoop, Hive, Java, Linear Regression, Machine Learning, Predictive Modeling, Python, SQL, Statistical Modeling, Tableau."
,,"['agency', 'delivery', 'insurance', 'materials', 'policies', 'roofing', 'selling', 'sales']",['UNIVERSITY OF MINNESOTA DULUTH'],['Bachelor of Arts'],['May 2006'],['N/A'],['N/A'],['Liberal Arts Environmental Studies Geography'],"['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['07/2015', '07/2010', '07/2006']","['Current', '07/2015', '07/2010']","[['selling', 'insurance'], ['selling', 'insurance'], ['selling', 'roofing']]","['Business Development Consultant', 'P&C Producer and Sales Agent', 'Sales Representative']","['City, State', 'City, State', 'City, State']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,,,,,,,,,,,Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,Age at most 40 years,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,0.616666667,"agency, delivery, insurance, materials, policies, roofing, sales, selling."
,,"['Statistical Analysis', 'C', 'OpenCV', 'Deep Learning', 'Computer Vision', 'R', 'Exploratory Data Analysis', 'Linear Regression', 'Logistic Regression', 'Risk Analyst', 'Machine Learning', 'Financial Risk Management']","['DBB University, Himachal']",['B.Tech'],['2020'],[None],[None],['IT'],['HSBC Bank'],[None],['Apr 2020'],['till Date'],"[['Data Analysis', 'Financial Services', 'Fiat Currency Stabilities']]",['Data Analyst'],[None],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",['Introduction to R Deep Learning and Neural network'],['N/A'],[None],['N/A'],,,,,,,,Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.42,"C, Computer Vision, Deep Learning, Exploratory Data Analysis, Financial Risk Management, Linear Regression, Logistic Regression, Machine Learning, OpenCV, R, Risk Analyst, Statistical Analysis."
,Currently seeking opportunities as an Analyst as well as Machine Learning Engineer.,"['Data science', 'Deep learning', 'Neural networks', 'Artificial intelligence', 'Machine learning', 'Regression Analysis', 'Data structures', 'Embedded C', 'Microcontroller', 'Arduino', 'Network Management']","['Cummins College of Engineering, Pune']",['B.Tech'],['2018'],['N/A'],['N/A'],['N/A'],['Tata Sons'],['N/A'],['Mar 2018'],['Aug 2020'],"[['Data science', 'Deep learning', 'Neural networks', 'Artificial intelligence', 'Machine learning', 'Regression Analysis', 'Data structures', 'Embedded C', 'Microcontroller', 'Arduino', 'Network Management']]",['Analyst'],['N/A'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",['Award'],['L&T'],['N/A'],"['Junior Engineer Award L&T, Best Solution Provided L&T']",,,,,,,,Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,Age 30 to 40 years,"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",0.716666667,"Arduino, Artificial intelligence, Data science, Data structures, Deep learning, Embedded C, Machine learning, Microcontroller, Network Management, Neural networks, Regression Analysis."
,,"['Data Science', 'Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Python', 'Jupyter', 'OpenCV']","['Amity University, Noida']",['B.Tech'],['2021'],['N/A'],['N/A'],['Computers'],['NaxApp'],[None],['Apr 2020'],['May 2020'],[None],['Software Development Intern'],['N/A'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['Intermediate Predictive Analysis in Python', 'Importing and Managing Financial Data in Python']","['N/A', 'N/A']","[None, None]","['N/A', 'N/A']",,,,,,,,Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.483333333,"Artificial Intelligence, Data Analysis, Data Analytics, Data Mining, Data Science, Deep Learning, Jupyter, Linear Regression, Machine Learning, OpenCV, Python."
"Pittsburgh, PA","Industrious recent computer science graduate with a zeal for innovation. Seeking a position at Sikka Software, where the strategic focus on delighting users aligns with my creativity and desire to enhance social events through technology.","['Java', 'Unix', 'Git', 'Swift', 'SQL', 'HTML/CSS']",['University of Pittsburgh'],['B.S.'],['2021'],['3.91'],['GPA'],['Computer Science'],"['Student Coder Group', 'University of Pittsburgh Soccer']","['N/A', 'N/A']","['September 2018', 'September 2017']","['May 2021', 'May 2021']","[['Mentoring', 'Code Review', 'Event Organization'], ['Leadership', 'Mentoring', 'Communication']]","['Mentor', 'Captain']","['N/A', 'N/A']","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",,,,,,,,,,,,Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,At least 2 years,Age 25 to 32 years,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.783333333,"Git, HTML/CSS, Java, SQL, Swift, Unix."
